Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50
5:00:00,0.079,0.079,0.078,0.079,0.078,0.086,0.08,0.079,0.078,0.095,0.079,0.073,0.078,0.089,0.077,0.081,0.077,0.074,0.077,0.078,0.079,0.08,0.125,0.074,0.08,0.079,0.08,0.08,0.078,0.073,0.08,0.076,0.077,0.078,0.076,0.073,0.077,0.077,0.077,0.078,0.077,0.074,0.077,0.083,0.08,0.078,0.079,0.074,0.08
5:20:00,0.079,0.079,0.079,0.079,0.079,0.087,0.08,0.08,0.078,0.095,0.079,0.073,0.078,0.089,0.077,0.082,0.077,0.074,0.078,0.079,0.08,0.081,0.125,0.074,0.08,0.08,0.08,0.08,0.079,0.073,0.081,0.076,0.077,0.078,0.077,0.072,0.078,0.077,0.077,0.079,0.078,0.074,0.078,0.084,0.08,0.079,0.079,0.074,0.08
5:40:00,0.079,0.079,0.079,0.079,0.079,0.086,0.08,0.08,0.078,0.095,0.079,0.073,0.079,0.089,0.077,0.083,0.077,0.073,0.078,0.079,0.08,0.081,0.128,0.074,0.081,0.08,0.081,0.081,0.079,0.074,0.081,0.076,0.077,0.078,0.077,0.073,0.078,0.078,0.078,0.079,0.078,0.074,0.078,0.084,0.08,0.079,0.079,0.074,0.08
6:00:00,0.079,0.079,0.079,0.079,0.079,0.087,0.081,0.08,0.078,0.095,0.079,0.073,0.079,0.089,0.078,0.083,0.077,0.074,0.079,0.08,0.08,0.081,0.13,0.074,0.081,0.08,0.081,0.081,0.079,0.073,0.082,0.076,0.078,0.078,0.077,0.073,0.079,0.078,0.078,0.079,0.078,0.074,0.079,0.084,0.081,0.079,0.079,0.074,0.081
6:20:00,0.079,0.079,0.079,0.079,0.079,0.087,0.081,0.08,0.079,0.095,0.079,0.073,0.079,0.09,0.078,0.085,0.078,0.074,0.08,0.08,0.081,0.082,0.133,0.074,0.082,0.081,0.082,0.082,0.08,0.073,0.083,0.077,0.078,0.079,0.078,0.073,0.079,0.079,0.079,0.08,0.079,0.074,0.079,0.085,0.082,0.08,0.08,0.074,0.081
6:40:00,0.079,0.079,0.079,0.079,0.079,0.088,0.081,0.08,0.079,0.095,0.08,0.073,0.08,0.09,0.078,0.086,0.078,0.074,0.08,0.081,0.081,0.082,0.135,0.074,0.083,0.082,0.083,0.083,0.08,0.073,0.084,0.077,0.079,0.079,0.078,0.073,0.08,0.079,0.079,0.08,0.079,0.075,0.08,0.085,0.082,0.08,0.08,0.074,0.082
7:00:00,0.079,0.079,0.079,0.079,0.079,0.086,0.081,0.08,0.079,0.095,0.08,0.073,0.08,0.091,0.078,0.086,0.078,0.074,0.08,0.082,0.082,0.083,0.137,0.074,0.084,0.082,0.083,0.084,0.081,0.073,0.085,0.078,0.079,0.08,0.079,0.072,0.081,0.08,0.08,0.08,0.08,0.074,0.081,0.085,0.082,0.08,0.08,0.074,0.082
7:20:00,0.079,0.079,0.079,0.079,0.079,0.086,0.081,0.08,0.079,0.095,0.08,0.073,0.08,0.091,0.079,0.087,0.079,0.074,0.08,0.083,0.083,0.084,0.139,0.074,0.085,0.084,0.084,0.085,0.082,0.073,0.086,0.079,0.08,0.081,0.08,0.072,0.082,0.081,0.081,0.081,0.081,0.075,0.082,0.086,0.083,0.081,0.081,0.074,0.083
7:40:00,0.079,0.079,0.079,0.079,0.079,0.087,0.081,0.08,0.079,0.095,0.08,0.073,0.08,0.092,0.079,0.087,0.079,0.073,0.08,0.083,0.084,0.085,0.14,0.074,0.086,0.085,0.086,0.086,0.083,0.073,0.088,0.08,0.081,0.082,0.081,0.072,0.083,0.082,0.082,0.082,0.082,0.075,0.084,0.086,0.083,0.082,0.082,0.074,0.085
8:00:00,0.079,0.079,0.079,0.079,0.079,0.087,0.081,0.08,0.079,0.095,0.08,0.073,0.08,0.092,0.079,0.087,0.079,0.074,0.08,0.084,0.084,0.085,0.142,0.074,0.086,0.086,0.087,0.088,0.084,0.073,0.09,0.082,0.082,0.083,0.082,0.072,0.085,0.083,0.083,0.083,0.083,0.075,0.085,0.087,0.084,0.082,0.083,0.075,0.085
8:20:00,0.079,0.079,0.079,0.079,0.079,0.087,0.081,0.08,0.079,0.095,0.08,0.073,0.08,0.092,0.079,0.087,0.079,0.074,0.08,0.085,0.085,0.086,0.145,0.074,0.085,0.088,0.088,0.089,0.086,0.073,0.093,0.083,0.083,0.084,0.083,0.072,0.087,0.085,0.085,0.085,0.085,0.075,0.088,0.088,0.083,0.083,0.084,0.074,0.087
8:40:00,0.079,0.079,0.079,0.079,0.079,0.087,0.081,0.08,0.079,0.094,0.081,0.073,0.08,0.092,0.079,0.086,0.079,0.074,0.082,0.085,0.085,0.086,0.147,0.074,0.085,0.089,0.09,0.091,0.087,0.073,0.093,0.085,0.085,0.086,0.085,0.072,0.089,0.087,0.087,0.087,0.087,0.075,0.09,0.087,0.085,0.085,0.085,0.075,0.09
9:00:00,0.079,0.079,0.079,0.079,0.079,0.087,0.081,0.08,0.079,0.094,0.082,0.073,0.08,0.092,0.079,0.085,0.079,0.073,0.084,0.085,0.085,0.086,0.149,0.074,0.085,0.091,0.091,0.092,0.089,0.073,0.093,0.088,0.087,0.088,0.087,0.072,0.093,0.089,0.089,0.089,0.089,0.074,0.094,0.089,0.086,0.086,0.086,0.074,0.094
9:20:00,0.079,0.079,0.079,0.079,0.079,0.087,0.081,0.08,0.079,0.093,0.084,0.073,0.08,0.092,0.079,0.085,0.079,0.074,0.087,0.085,0.085,0.086,0.15,0.074,0.086,0.091,0.092,0.093,0.09,0.073,0.093,0.091,0.09,0.091,0.09,0.072,0.096,0.092,0.092,0.092,0.092,0.075,0.098,0.09,0.087,0.087,0.088,0.074,0.101
9:40:00,0.079,0.079,0.079,0.079,0.079,0.087,0.081,0.08,0.079,0.093,0.083,0.072,0.08,0.092,0.079,0.084,0.079,0.074,0.087,0.085,0.085,0.086,0.152,0.073,0.085,0.091,0.091,0.092,0.091,0.073,0.093,0.095,0.093,0.094,0.093,0.072,0.1,0.096,0.095,0.095,0.095,0.074,0.103,0.093,0.089,0.09,0.09,0.075,0.103
10:00:00,0.079,0.079,0.079,0.079,0.079,0.086,0.081,0.08,0.079,0.093,0.084,0.072,0.08,0.092,0.079,0.084,0.079,0.073,0.089,0.085,0.085,0.086,0.153,0.073,0.085,0.091,0.091,0.092,0.091,0.073,0.093,0.098,0.097,0.098,0.097,0.072,0.099,0.1,0.099,0.099,0.1,0.074,0.109,0.095,0.092,0.092,0.092,0.075,0.109
10:20:00,0.079,0.079,0.079,0.079,0.079,0.087,0.081,0.08,0.08,0.092,0.086,0.072,0.08,0.091,0.079,0.083,0.079,0.074,0.093,0.085,0.085,0.086,0.153,0.073,0.085,0.091,0.091,0.092,0.09,0.073,0.093,0.098,0.099,0.1,0.099,0.072,0.099,0.106,0.105,0.104,0.106,0.074,0.116,0.098,0.095,0.095,0.094,0.075,0.12
10:40:00,0.079,0.079,0.079,0.079,0.079,0.087,0.081,0.08,0.081,0.092,0.092,0.072,0.08,0.092,0.079,0.084,0.079,0.073,0.1,0.085,0.085,0.086,0.153,0.073,0.085,0.091,0.092,0.093,0.091,0.073,0.093,0.098,0.1,0.1,0.099,0.072,0.099,0.113,0.111,0.11,0.113,0.075,0.124,0.102,0.098,0.099,0.098,0.075,0.137
11:00:00,0.079,0.079,0.079,0.079,0.078,0.087,0.081,0.08,0.083,0.093,0.096,0.073,0.08,0.092,0.079,0.083,0.079,0.074,0.106,0.085,0.085,0.086,0.153,0.074,0.086,0.091,0.091,0.093,0.091,0.073,0.093,0.098,0.1,0.1,0.099,0.072,0.099,0.12,0.118,0.117,0.124,0.074,0.124,0.106,0.102,0.103,0.101,0.075,0.152
11:20:00,0.079,0.079,0.079,0.079,0.078,0.087,0.081,0.08,0.084,0.093,0.1,0.073,0.08,0.093,0.079,0.084,0.079,0.074,0.109,0.085,0.085,0.086,0.155,0.074,0.086,0.091,0.091,0.092,0.09,0.073,0.093,0.098,0.1,0.1,0.099,0.072,0.099,0.124,0.124,0.125,0.131,0.075,0.123,0.112,0.107,0.108,0.106,0.075,0.168
11:40:00,0.079,0.079,0.079,0.079,0.078,0.087,0.081,0.08,0.086,0.093,0.103,0.072,0.08,0.093,0.079,0.084,0.079,0.074,0.113,0.085,0.085,0.085,0.154,0.073,0.085,0.091,0.091,0.092,0.09,0.073,0.093,0.098,0.099,0.1,0.099,0.072,0.099,0.124,0.123,0.125,0.132,0.075,0.123,0.118,0.113,0.114,0.112,0.075,0.182
12:00:00,0.079,0.079,0.079,0.079,0.078,0.087,0.081,0.08,0.088,0.093,0.105,0.072,0.08,0.093,0.079,0.084,0.079,0.074,0.115,0.085,0.084,0.085,0.154,0.074,0.085,0.091,0.091,0.092,0.09,0.073,0.093,0.098,0.1,0.1,0.099,0.072,0.099,0.123,0.123,0.124,0.134,0.075,0.122,0.126,0.12,0.122,0.119,0.075,0.197
12:20:00,0.079,0.079,0.079,0.079,0.078,0.087,0.081,0.08,0.083,0.093,0.1,0.072,0.08,0.093,0.079,0.085,0.079,0.074,0.108,0.085,0.085,0.085,0.154,0.074,0.085,0.091,0.091,0.092,0.09,0.073,0.093,0.098,0.1,0.1,0.099,0.072,0.099,0.123,0.123,0.124,0.128,0.075,0.122,0.135,0.128,0.131,0.127,0.075,0.197
12:40:00,0.079,0.079,0.079,0.079,0.078,0.087,0.08,0.08,0.08,0.093,0.094,0.072,0.08,0.093,0.079,0.085,0.079,0.074,0.099,0.085,0.085,0.085,0.154,0.073,0.085,0.091,0.091,0.092,0.09,0.073,0.093,0.098,0.1,0.1,0.099,0.072,0.099,0.122,0.122,0.124,0.124,0.074,0.122,0.143,0.137,0.14,0.136,0.075,0.182
13:00:00,0.079,0.079,0.079,0.079,0.078,0.087,0.08,0.08,0.08,0.093,0.087,0.072,0.08,0.087,0.079,0.085,0.079,0.073,0.091,0.085,0.084,0.085,0.154,0.074,0.085,0.091,0.091,0.092,0.09,0.073,0.093,0.098,0.1,0.1,0.1,0.072,0.099,0.122,0.122,0.123,0.123,0.074,0.121,0.143,0.141,0.141,0.14,0.074,0.167
13:20:00,0.079,0.079,0.078,0.079,0.078,0.087,0.08,0.08,0.079,0.093,0.083,0.072,0.08,0.088,0.079,0.086,0.079,0.074,0.086,0.085,0.084,0.085,0.153,0.074,0.085,0.091,0.091,0.092,0.09,0.073,0.093,0.098,0.1,0.1,0.099,0.072,0.099,0.122,0.122,0.123,0.123,0.074,0.121,0.146,0.142,0.143,0.141,0.074,0.159
13:40:00,0.079,0.079,0.078,0.079,0.078,0.085,0.08,0.08,0.079,0.093,0.081,0.072,0.08,0.088,0.079,0.086,0.079,0.073,0.084,0.085,0.084,0.085,0.154,0.073,0.085,0.091,0.091,0.092,0.09,0.073,0.093,0.098,0.1,0.1,0.099,0.072,0.098,0.122,0.122,0.123,0.123,0.074,0.121,0.153,0.146,0.149,0.145,0.074,0.16
14:00:00,0.079,0.079,0.078,0.079,0.078,0.086,0.08,0.08,0.079,0.093,0.08,0.072,0.08,0.088,0.079,0.086,0.079,0.074,0.082,0.085,0.084,0.085,0.155,0.074,0.085,0.091,0.091,0.092,0.09,0.073,0.092,0.098,0.1,0.1,0.099,0.072,0.098,0.122,0.122,0.123,0.123,0.074,0.121,0.164,0.155,0.159,0.154,0.074,0.168
14:20:00,0.079,0.079,0.078,0.079,0.078,0.086,0.08,0.08,0.079,0.093,0.08,0.072,0.08,0.088,0.079,0.086,0.079,0.073,0.081,0.085,0.084,0.085,0.156,0.074,0.085,0.091,0.091,0.092,0.09,0.073,0.093,0.098,0.1,0.1,0.099,0.072,0.098,0.122,0.122,0.123,0.123,0.074,0.12,0.168,0.167,0.166,0.165,0.073,0.166
14:40:00,0.079,0.079,0.078,0.079,0.078,0.087,0.08,0.08,0.079,0.093,0.08,0.072,0.08,0.088,0.079,0.086,0.079,0.074,0.08,0.085,0.084,0.085,0.158,0.073,0.085,0.09,0.091,0.092,0.09,0.073,0.092,0.098,0.1,0.1,0.099,0.072,0.098,0.122,0.122,0.123,0.123,0.074,0.12,0.167,0.165,0.165,0.164,0.073,0.164
15:00:00,0.079,0.079,0.078,0.079,0.078,0.087,0.08,0.08,0.079,0.093,0.08,0.072,0.08,0.088,0.079,0.085,0.079,0.073,0.08,0.085,0.084,0.085,0.157,0.074,0.085,0.09,0.091,0.092,0.09,0.073,0.092,0.097,0.099,0.1,0.099,0.072,0.098,0.122,0.122,0.123,0.123,0.074,0.12,0.166,0.165,0.165,0.163,0.074,0.163
15:20:00,0.079,0.079,0.078,0.079,0.078,0.087,0.08,0.08,0.079,0.093,0.08,0.072,0.079,0.088,0.079,0.085,0.078,0.073,0.08,0.085,0.084,0.085,0.158,0.073,0.085,0.09,0.091,0.092,0.09,0.073,0.092,0.097,0.099,0.099,0.099,0.072,0.098,0.123,0.122,0.123,0.123,0.074,0.12,0.166,0.165,0.165,0.163,0.074,0.162
15:40:00,0.079,0.079,0.078,0.079,0.078,0.087,0.08,0.08,0.079,0.093,0.08,0.072,0.079,0.088,0.079,0.085,0.078,0.074,0.08,0.085,0.084,0.085,0.16,0.074,0.085,0.09,0.091,0.092,0.09,0.073,0.092,0.097,0.099,0.099,0.099,0.072,0.098,0.123,0.122,0.123,0.123,0.075,0.12,0.166,0.165,0.165,0.164,0.074,0.162
16:00:00,0.079,0.079,0.078,0.079,0.078,0.087,0.079,0.08,0.079,0.093,0.08,0.072,0.079,0.088,0.079,0.085,0.078,0.074,0.08,0.085,0.084,0.085,0.16,0.073,0.085,0.09,0.091,0.092,0.09,0.073,0.092,0.097,0.099,0.099,0.099,0.072,0.098,0.123,0.122,0.123,0.123,0.075,0.119,0.167,0.165,0.165,0.163,0.074,0.161
16:20:00,0.079,0.079,0.078,0.08,0.078,0.087,0.079,0.08,0.079,0.093,0.08,0.072,0.079,0.088,0.079,0.084,0.078,0.074,0.08,0.085,0.084,0.085,0.16,0.073,0.085,0.09,0.091,0.092,0.09,0.073,0.092,0.097,0.099,0.099,0.099,0.072,0.098,0.123,0.122,0.123,0.123,0.074,0.119,0.168,0.166,0.166,0.165,0.074,0.161
16:40:00,0.079,0.079,0.078,0.079,0.078,0.086,0.079,0.08,0.079,0.093,0.08,0.072,0.079,0.087,0.079,0.084,0.078,0.073,0.08,0.085,0.084,0.085,0.16,0.074,0.085,0.09,0.09,0.092,0.09,0.073,0.092,0.097,0.099,0.099,0.098,0.072,0.098,0.123,0.122,0.123,0.123,0.074,0.119,0.167,0.166,0.166,0.165,0.074,0.161
17:00:00,0.079,0.079,0.078,0.079,0.078,0.086,0.079,0.08,0.079,0.093,0.08,0.072,0.079,0.087,0.079,0.085,0.078,0.074,0.08,0.084,0.084,0.085,0.16,0.074,0.085,0.09,0.09,0.091,0.09,0.073,0.092,0.097,0.099,0.099,0.098,0.072,0.098,0.123,0.122,0.123,0.123,0.074,0.119,0.167,0.166,0.166,0.165,0.074,0.161
17:20:00,0.079,0.079,0.078,0.079,0.078,0.086,0.079,0.08,0.079,0.093,0.08,0.072,0.079,0.088,0.079,0.085,0.078,0.073,0.08,0.084,0.084,0.085,0.16,0.073,0.085,0.09,0.09,0.092,0.09,0.073,0.092,0.097,0.099,0.099,0.098,0.072,0.098,0.123,0.122,0.123,0.123,0.074,0.119,0.167,0.166,0.166,0.164,0.074,0.16
17:40:00,0.079,0.079,0.078,0.079,0.077,0.086,0.08,0.08,0.079,0.093,0.08,0.072,0.079,0.088,0.079,0.085,0.078,0.073,0.08,0.085,0.084,0.085,0.159,0.074,0.085,0.09,0.09,0.092,0.09,0.073,0.092,0.097,0.099,0.099,0.098,0.072,0.098,0.123,0.122,0.123,0.123,0.074,0.119,0.167,0.165,0.166,0.164,0.074,0.161
18:00:00,0.079,0.079,0.078,0.079,0.077,0.086,0.08,0.08,0.079,0.093,0.08,0.072,0.079,0.088,0.079,0.086,0.078,0.073,0.08,0.084,0.084,0.085,0.159,0.074,0.085,0.09,0.09,0.092,0.09,0.073,0.092,0.097,0.099,0.099,0.098,0.072,0.098,0.123,0.122,0.123,0.122,0.074,0.118,0.167,0.165,0.165,0.164,0.074,0.161
18:20:00,0.079,0.079,0.078,0.079,0.078,0.086,0.08,0.08,0.079,0.093,0.08,0.072,0.079,0.088,0.079,0.086,0.078,0.073,0.08,0.084,0.084,0.084,0.159,0.073,0.085,0.089,0.09,0.092,0.09,0.073,0.092,0.097,0.098,0.098,0.098,0.072,0.098,0.122,0.122,0.123,0.122,0.074,0.118,0.166,0.165,0.165,0.164,0.074,0.16
18:40:00,0.079,0.079,0.078,0.079,0.078,0.086,0.08,0.08,0.079,0.093,0.08,0.072,0.079,0.088,0.079,0.08,0.078,0.073,0.08,0.083,0.084,0.084,0.16,0.073,0.085,0.09,0.09,0.092,0.09,0.073,0.092,0.097,0.098,0.098,0.098,0.072,0.098,0.122,0.121,0.122,0.122,0.074,0.118,0.167,0.165,0.165,0.164,0.073,0.159
19:00:00,0.079,0.079,0.078,0.079,0.078,0.086,0.08,0.08,0.079,0.093,0.08,0.072,0.079,0.088,0.079,0.08,0.078,0.073,0.08,0.083,0.084,0.084,0.16,0.073,0.085,0.09,0.09,0.092,0.09,0.073,0.092,0.097,0.098,0.098,0.098,0.072,0.097,0.122,0.121,0.122,0.122,0.074,0.118,0.167,0.165,0.165,0.164,0.073,0.159
19:20:00,0.079,0.079,0.078,0.079,0.078,0.086,0.08,0.08,0.079,0.093,0.08,0.072,0.079,0.089,0.079,0.08,0.078,0.073,0.08,0.083,0.084,0.085,0.16,0.074,0.085,0.09,0.09,0.092,0.089,0.073,0.092,0.097,0.098,0.098,0.098,0.072,0.097,0.122,0.121,0.122,0.122,0.074,0.118,0.166,0.164,0.165,0.164,0.073,0.159
19:40:00,0.079,0.079,0.078,0.079,0.078,0.086,0.08,0.08,0.079,0.093,0.08,0.072,0.079,0.088,0.079,0.08,0.078,0.073,0.08,0.083,0.084,0.084,0.16,0.073,0.085,0.09,0.09,0.092,0.089,0.073,0.092,0.096,0.098,0.098,0.097,0.072,0.097,0.122,0.121,0.122,0.122,0.074,0.118,0.166,0.164,0.165,0.164,0.073,0.159
20:00:00,0.079,0.079,0.078,0.079,0.078,0.085,0.08,0.08,0.079,0.096,0.08,0.072,0.079,0.088,0.079,0.08,0.078,0.073,0.08,0.083,0.084,0.084,0.16,0.073,0.085,0.09,0.09,0.092,0.089,0.073,0.092,0.096,0.098,0.098,0.097,0.072,0.097,0.122,0.121,0.122,0.121,0.074,0.118,0.166,0.164,0.165,0.164,0.073,0.158
20:20:00,0.079,0.079,0.078,0.078,0.078,0.086,0.08,0.08,0.079,0.096,0.08,0.072,0.079,0.088,0.079,0.08,0.078,0.073,0.08,0.083,0.084,0.084,0.16,0.073,0.085,0.09,0.089,0.089,0.089,0.073,0.092,0.096,0.098,0.098,0.097,0.072,0.097,0.122,0.121,0.122,0.121,0.074,0.118,0.166,0.164,0.165,0.163,0.073,0.158
20:40:00,0.078,0.079,0.078,0.078,0.078,0.086,0.08,0.08,0.079,0.096,0.08,0.072,0.079,0.089,0.079,0.08,0.078,0.073,0.08,0.083,0.084,0.084,0.161,0.073,0.085,0.089,0.089,0.088,0.089,0.073,0.092,0.096,0.098,0.098,0.097,0.072,0.097,0.121,0.121,0.121,0.121,0.074,0.118,0.166,0.163,0.164,0.163,0.073,0.157
21:00:00,0.078,0.079,0.078,0.078,0.078,0.086,0.08,0.08,0.079,0.096,0.079,0.072,0.079,0.089,0.079,0.08,0.078,0.073,0.08,0.083,0.084,0.084,0.161,0.073,0.085,0.089,0.089,0.088,0.089,0.073,0.092,0.096,0.098,0.098,0.097,0.072,0.097,0.121,0.12,0.121,0.121,0.074,0.118,0.165,0.163,0.164,0.163,0.073,0.157
21:20:00,0.078,0.079,0.078,0.078,0.077,0.086,0.08,0.08,0.079,0.096,0.079,0.072,0.079,0.089,0.079,0.08,0.078,0.073,0.08,0.083,0.084,0.084,0.161,0.073,0.085,0.089,0.089,0.088,0.089,0.073,0.092,0.096,0.098,0.097,0.097,0.072,0.097,0.121,0.12,0.121,0.121,0.074,0.118,0.165,0.163,0.164,0.163,0.073,0.157
21:40:00,0.078,0.079,0.078,0.078,0.077,0.086,0.08,0.08,0.079,0.096,0.079,0.072,0.079,0.089,0.079,0.08,0.078,0.073,0.08,0.083,0.084,0.084,0.161,0.073,0.084,0.089,0.089,0.088,0.089,0.073,0.092,0.096,0.098,0.097,0.097,0.072,0.097,0.121,0.12,0.121,0.121,0.074,0.118,0.165,0.163,0.164,0.163,0.073,0.156
22:00:00,0.078,0.079,0.078,0.078,0.077,0.086,0.08,0.08,0.078,0.096,0.079,0.072,0.079,0.089,0.079,0.081,0.078,0.073,0.08,0.083,0.084,0.084,0.161,0.073,0.084,0.089,0.089,0.088,0.089,0.073,0.092,0.096,0.098,0.097,0.096,0.072,0.096,0.121,0.12,0.121,0.12,0.074,0.117,0.165,0.163,0.164,0.162,0.073,0.156
